geometry,addr:postcode,amenity,healthcare,name,addr:district,addr:full,addr:state,source,website,addr:block,addr:street,longitude,latitude
POINT (80.2506114 13.0812406),600084,hospital,hospital,Puttur Kattu Hospital,Chennai,"Purasaiwakkam, Chennai",Tamil Nadu,Local Knowledge,,,,80.2506114,13.0812406
POINT (80.2669979 13.0849581),600003,hospital,hospital,An-Noor Eye Hospital,Chennai,"Periyamet, Chennai",Tamil Nadu,Local Knowledge,,,,80.2669979,13.0849581
POINT (80.2473996 13.0793874),600031,hospital,hospital,Herbzalive Ayurveda Hospital,Chennai,"Kilpauk, Chennai",Tamil Nadu,Local Knowledge,,,,80.2473996,13.079387399999998
POINT (80.2705905 13.0826737),600003,hospital,hospital,Meta Hospital,Chennai,Chennai,Tamil Nadu,Local Knowledge,,,,80.2705905,13.0826737
POINT (80.2268354 13.0737332),600029,hospital,hospital,Dr. H. Yogish Hospital,Chennai,"Shenoy Nagar, Aminjikarai, Chennai",Tamil Nadu,Local Knowledge,,,,80.2268354,13.0737332
POINT (80.2625981 13.0713435),600008,hospital,hospital,Neuro Hospital,Chennai,"Egmore, Chennai",Tamil Nadu,Local Knowledge,,,,80.2625981,13.0713435
POINT (80.234299 13.0833684),600010,hospital,hospital,Murugan Hospitals,Chennai,"Kilpauk, Chennai",Tamil Nadu,Local Knowledge,,,,80.234299,13.083368399999998
POINT (80.2520834 13.0811868),600084,hospital,hospital,Amrit Hospital,Chennai,"Purasaiwakkam, Chennai",Tamil Nadu,Local Knowledge,,,,80.2520834,13.0811868
POINT (80.260048 13.071832),600008,hospital,hospital,Mercury Hospital,Chennai,"Egmore, Chennai",Tamil Nadu,Local Knowledge,,,,80.260048,13.071832
POINT (80.2699983 13.0850158),600007,hospital,hospital,Naz Unani Hospital,Chennai,"Poongavanapuram, Chennai",Tamil Nadu,Local Knowledge,,,,80.26999830000001,13.0850158
POINT (80.2694819 13.0761303),641301,hospital,hospital,S.K. Selvam Hospital,Chennai,"Chintadripet, Chennai",Tamil Nadu,Local Knowledge,,,,80.2694819,13.0761303
POINT (80.2710331 13.0825738),600003,hospital,hospital,Apollo Hospital,Chennai,"Periyamet, Chennai",Tamil Nadu,Local Knowledge,,,,80.2710331,13.082573800000002
POINT (80.2553965 13.0813334),600084,hospital,hospital,Kola Saraswathi Agarwal Samaj Health Centre,Chennai,"Purasaiwakkam, Chennai",Tamil Nadu,Local Knowledge,,,,80.25539650000002,13.081333399999998
POINT (80.2454945 13.0844036),600010,hospital,hospital,Demo Hospital,Chennai,"Kilpauk, Chennai",Tamil Nadu,Local Knowledge,,,,80.2454945,13.084403599999998
POINT (80.2290477 13.0793157),600030,hospital,hospital,Gremaltes Hospital,Chennai,"Venkatasamy Nagar, Shenoy Nagar, Chennai",Tamil Nadu,Local Knowledge,,,,80.2290477,13.0793157
POINT (80.2333756 13.0814203),600030,hospital,hospital,Srl Hospital,Chennai,"Thandavaraya, Kilpauk, Chennai",Tamil Nadu,Local Knowledge,,,,80.2333756,13.081420299999998
POINT (80.2620778 13.0811497),600007,hospital,hospital,Periyar Maniammai Hospital,Chennai,"Vepery, Chennai",Tamil Nadu,Local Knowledge,,,,80.2620778,13.081149699999996
POINT (80.267569 13.074301),600002,hospital,hospital,Red Cross Hospital,Chennai,"Chintadripet, Chennai",Tamil Nadu,Local Knowledge,,,,80.267569,13.074301
POINT (80.2339377 13.0768584),600031,hospital,hospital,Ponmalligai Hospitals,Chennai,"Alagappa Nagar, Adambakkam, Chennai",Tamil Nadu,Local Knowledge,,,,80.2339377,13.076858400000004
POINT (80.2236766 13.1216771),600082,hospital,hospital,V S Hospital,Chennai,"Santhi Nagar, Kolathur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2236766,13.1216771
POINT (80.2454243 13.1160443),600039,hospital,hospital,Iyyappa Multi Speciality Hospitals,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2454243,13.1160443
POINT (80.2394367 13.113594),600011,hospital,hospital,GK Hospital,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2394367,13.113594
POINT (80.2457851 13.1155627),600039,hospital,hospital,Dr. Kleela Hospital,Chennai,"Chinnaiyan Colony, Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2457851,13.1155627
POINT (80.2172747 13.1297562),600099,hospital,hospital,Bluemed Healthcare,Chennai,Kolathur,Tamil Nadu,Local Knowledge,,,,80.2172747,13.1297562
POINT (80.2243993 13.1204837),600082,hospital,hospital,St. Joseph Cluny Hospital,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2243993,13.1204837
POINT (80.2418486 13.1102652),600011,hospital,hospital,Dr. A C Aruldas Hospital,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2418486,13.1102652
POINT (80.216941 13.1300779),600099,hospital,hospital,Bharathiraja Hospitals,Chennai,Ponniammanmedu,Tamil Nadu,Local Knowledge,,,,80.216941,13.1300779
POINT (80.2160951 13.1222839),600099,hospital,hospital,Kolathur Multi Speciality and Research Centre,Chennai,"Kaveri Nagar, Kolathur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2160951,13.1222839
POINT (80.2258076 13.1185),600082,hospital,hospital,Arul Childs Hospital,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2258076,13.1185
POINT (80.2159086 13.129071),600099,hospital,hospital,KCK Hospital,Chennai,Ponniammanmedu,Tamil Nadu,Local Knowledge,,,,80.2159086,13.129070999999998
POINT (80.2236309 13.121994),600099,hospital,hospital,Sugar Hospital,Chennai,"Kolathur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2236309,13.121994
POINT (80.214109 13.129869),600099,hospital,hospital,Retteri Kumaran Hospital,Chennai,Kolathur,Tamil Nadu,Local Knowledge,,,,80.214109,13.129868999999998
POINT (80.2312849 13.1093369),600082,hospital,hospital,Government Hospital,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2312849,13.1093369
POINT (80.2152624 13.129327),600099,hospital,hospital,K.H.M. Hospital,Chennai,"Kolathur, Villivakkam",Tamil Nadu,Local Knowledge,,,,80.2152624,13.129326999999998
POINT (80.2404022 13.1131038),600011,hospital,hospital,Sankar Eye Hospital,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2404022,13.113103799999994
POINT (80.2244516 13.1101477),600082,hospital,hospital,Niranjana Hospital,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2244516,13.110147699999995
POINT (80.2441515 13.1148422),600039,hospital,hospital,Parvatham Hospital,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2441515,13.114842199999998
POINT (80.2192658 13.1263043),600099,hospital,hospital,U.S. Hospital,Chennai,"Balakumaran Nagar, Kolathur",Tamil Nadu,Local Knowledge,,,,80.2192658,13.1263043
POINT (80.2374461 13.1106227),600011,hospital,hospital,Bharani Hospital,Chennai,"Amrithammal Colony, Perambur, Chennai",Tamil Nadu,Local Knowledge,,,,80.2374461,13.1106227
POINT (80.2606286 13.1183857),,hospital,hospital,,,,,,,,,80.2606286,13.118385699999996
POINT (80.2013389 13.0371216),,hospital,hospital,K.M. Nursing Home,,,,,,,"1/459, 31st St, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600078",80.2013389,13.037121600000004
POINT (80.1941708 13.0117736),,hospital,hospital,Military Hospital,,,,,,,"Mount Poonamalle High Rd, Seven Wells, St.Thomas Mount, Tamil Nadu 600016",80.1941708,13.0117736
POINT (80.2036274 13.0487242),,hospital,hospital,உழைப்பாளி மருத்துவமனை,,,,,,,Arunachalam St,80.2036274,13.048724199999995
POINT (80.212368 13.026029),,hospital,hospital,KS Bone and Joint Clinic - Ortho,,,,,https://www.ksboneandjointortho.in/,,"B 50, Gangai Amman Koil St, Jawahar Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083",80.212368,13.026028999999998
POINT (80.2103124 13.0318828),,hospital,hospital,Shens Multi-Speciality Hospital,,,,,https://shens.in/,,"40, 11th Ave, Mettuppalayam, Ashok Nagar, Chennai, Tamil Nadu 600083",80.2103124,13.031882799999996
POINT (80.2489789 12.9120483),,hospital,,Sanjeevani Ayurvedic Hospital,,,,,,,Gangai Amman Kovil Street,80.2489789,12.9120483
POINT (80.2214698 12.9784544),600042,hospital,hospital,Prashanth Hospitals,,,,,https://prashanthhospitals.org,,Velachery Main Road,80.2214698,12.9784544
POINT (80.1619363 13.0381458),,hospital,hospital,,,,,,,,,80.1619363,13.038145800000002
POINT (80.2407095 13.0439323),,hospital,hospital,Geri care hospital,,,,,,,,80.2407095,13.043932299999998
POINT (80.2014392 13.1266701),,hospital,hospital,Shreyas hospital,,,,,,,,80.2014392,13.126670099999998
POINT (80.2126037 13.1180276),600099,hospital,hospital,Women And Children Foundation Hospital,,,,,http://www.wcfkolathur.in/,,Poompuhar Nagar 1st Main Road,80.2126037,13.1180276
POINT (80.1982422 13.0972767),,hospital,,Frame of Mind - SCARF Psychiatric Hospital,,,,,https://www.scarfindia.org/,,"N Main Rd, Kailash Colony, Sector A, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",80.1982422,13.0972767
POINT (80.2146876 13.040756),600083,hospital,hospital,Vasantha Memorial Cancer Centre,,,,,,,"35th Street, Opp JFA Showroom, Ashok Nagar",80.2146876,13.040756000000002
POINT (80.2130458 13.084556),,hospital,hospital,KHM,,,,,,,,80.21304580000002,13.084555999999996
POINT (80.1797716 13.0856699),,hospital,hospital,Dr. Vijay's Hospital,,,,,,,,80.1797716,13.0856699
POINT (80.1697458 13.0868727),,hospital,,SMF,,,,,,,1st Avenue,80.1697458,13.0868727
POINT (80.2513405 12.9569147),,hospital,hospital,Jananam fertility centre,,,,,,,"Kazura Garden, 1st Street",80.2513405,12.956914700000004
POINT (80.2233736 12.8705153),,hospital,hospital,Dental College & Hospital,,,,,,,,80.2233736,12.8705153
POINT (80.2631177 13.081276),,hospital,hospital,"Commissioner of Police office, Greater chennai Police",,,,,,,,80.2631177,13.081276000000004
POINT (80.2588062 13.0920988),,hospital,hospital,,,,,,,,,80.2588062,13.0920988
POINT (80.2013573 12.9831959),600088,hospital,hospital,Dr Bala's Skin clinic,chennai,,,,,,Vanalar Street,80.2013573,12.983195899999998
POINT (80.1871116 12.9809491),,hospital,hospital,,,,,,,,,80.1871116,12.980949100000002
POINT (80.2157688 13.1363242),,hospital,hospital,Meridian Hospitals,,,,,,,,80.2157688,13.1363242
POINT (80.2377389 13.1396018),,hospital,hospital,St Anthony's Hospital,,,,,,,,80.2377389,13.1396018
POINT (80.2400853 13.1002212),,hospital,,Vadivelu Hospital,,,,,,,,80.2400853,13.1002212
POINT (80.2504829 13.0064894),,hospital,hospital,Iswarya Fertility Center,,,,,,,,80.2504829,13.006489399999998
POINT (80.2343492 12.9810842),,hospital,,Good Shepard hospital,,,,,,,Taramani Link Road,80.2343492,12.9810842
POINT (80.2661437 13.2035123),600103,hospital,hospital,RMS Ropheka Multi Speciality Hospitals,Avadi,,,,https://www.rophekahospitals.in,,Vichoor - Echanguli Road,80.26614370000001,13.2035123
POINT (80.1832531 13.0275517),600089,hospital,,Palaniappa Hospital,,,,,,,Valluvar Salai,80.1832531,13.0275517
POINT (80.2033854 12.9316216),,hospital,,Deepam Medfirst Hospital,,,,,,,,80.2033854,12.9316216
"MULTIPOLYGON (((80.2639994 13.0533552, 80.2641367 13.0537649, 80.2652268 13.0536646, 80.2651409 13.052887, 80.2639651 13.0529957, 80.2639994 13.0533552)), ((80.264564 13.0551626, 80.264628 13.0554575, 80.2658877 13.0553786, 80.2657074 13.054208, 80.2654981 13.054201, 80.2654671 13.0538402, 80.2646088 13.0539238, 80.2646345 13.0542415, 80.2645469 13.0542494, 80.2645496 13.0547329, 80.2644809 13.0547671, 80.264564 13.0551626)))",600014,hospital,hospital,Royapettah Government Hospital,Chennai,"Royapettah Police Station, Royapettah, Ammaiappan Lane",Tamil Nadu,,,Chennai Zone Ix,,80.2649697247644,13.05424002552685
"POLYGON ((80.2788347 13.0799587, 80.2764642 13.0797927, 80.2761253 13.07981, 80.2759068 13.0798355, 80.2759178 13.0799018, 80.2758597 13.0799127, 80.2757167 13.0799395, 80.2756832 13.0799458, 80.2755195 13.0799558, 80.2754546 13.0799752, 80.275328 13.081213, 80.2753964 13.0813463, 80.2755452 13.0814678, 80.276002 13.0815346, 80.2763168 13.0816816, 80.2780073 13.0818852, 80.2781363 13.0819126, 80.2791442 13.0820017, 80.2791987 13.0814117, 80.2793287 13.0800024, 80.2788347 13.0799587))",600003,hospital,hospital,Rajiv Gandhi Government General Hospital,Chennai,"General Hospital Road, Central Railway Station, Park Town",Tamil Nadu,OpenGovernmentData,https://www.mmc.tn.gov.in/,Chennai Zone Xi,,80.27739336923675,13.0808311659423
"POLYGON ((80.2826741 13.1053702, 80.2823031 13.105483, 80.2815609 13.1055975, 80.2816001 13.10597, 80.2816419 13.1062375, 80.2815103 13.10623, 80.2822081 13.1078008, 80.2827799 13.1077908, 80.2827871 13.1077491, 80.2830454 13.1077445, 80.283039 13.1077973, 80.2833499 13.1077944, 80.2836353 13.1077746, 80.2836793 13.1078828, 80.2836687 13.108232, 80.2841284 13.1080689, 80.2845106 13.107981, 80.2855608 13.1075515, 80.2861159 13.10728, 80.2861162 13.1066006, 80.2864409 13.1053681, 80.2866813 13.1049083, 80.2867352 13.1046675, 80.2867801 13.1046084, 80.286696 13.1045421, 80.2851878 13.105017, 80.2826741 13.1053702))",,hospital,hospital,Stanley Medical College and Hospital,,,,,,,,80.2841213759839,13.106404287899156
"POLYGON ((80.2397078 13.0040368, 80.2389762 13.0043431, 80.2392002 13.005289, 80.2396983 13.0067952, 80.2404107 13.0066617, 80.2400846 13.0049544, 80.2397078 13.0040368))",,hospital,hospital,,,,,,,,,80.23971324115531,13.005423739974557
"POLYGON ((80.255116 12.9928553, 80.2550215 12.9928582, 80.2550198 12.9928027, 80.2549327 12.9928054, 80.2549177 12.9923158, 80.2549864 12.9923138, 80.2549821 12.9921717, 80.2549133 12.9921737, 80.2549043 12.99188, 80.2550607 12.9918751, 80.2550621 12.9919207, 80.2550872 12.99192, 80.2550916 12.9920617, 80.2550681 12.9920624, 80.255069 12.9920904, 80.2550924 12.9920898, 80.255116 12.9928553))",600020,hospital,hospital,Tt Ranganathan Clinical Research Foundation,Chennai,"17,Iv Main Road,Indira Nagar",Tamil Nadu,OpenGovernmentData,,,,80.25501401537194,12.992365786448929
"POLYGON ((80.2561934 12.994073, 80.2583655 12.9941283, 80.2580356 12.9920327, 80.2568853 12.9920711, 80.2568853 12.992239, 80.2561948 12.9922576, 80.2561934 12.994073))",600041,hospital,hospital,IMPCOPS Traditional Hospital,Chennai,"34-37, Kalki Krishnamurthy Salai",Tamil Nadu,OpenGovernmentData,https://impcops.org/,,,80.25722839067497,12.993136436758268
"POLYGON ((80.2609107 13.0695663, 80.2595376 13.0695043, 80.2589498 13.0701887, 80.2594852 13.0705366, 80.2597807 13.0706576, 80.2601866 13.0707796, 80.2602221 13.0709084, 80.2603733 13.0709426, 80.2610161 13.0709312, 80.2609107 13.0695663))",,hospital,hospital,Egmore Eye Hospital,,,,,,,,80.26014672162432,13.070176480899166
"POLYGON ((80.238318 13.0961311, 80.2381461 13.0943707, 80.2399052 13.0941376, 80.2410644 13.093984, 80.2413965 13.0954832, 80.239328 13.0957421, 80.2393393 13.0960142, 80.238845 13.096083, 80.238318 13.0961311))",,hospital,hospital,ESI Hospital,,,,,,,,80.23967752446053,13.09499253329482
"POLYGON ((80.2927358 13.130072, 80.2942918 13.1298169, 80.2936487 13.1273607, 80.2926359 13.1276951, 80.2907494 13.1279485, 80.2907687 13.1281962, 80.2910523 13.1288653, 80.2916574 13.1286981, 80.2917604 13.128999, 80.2924213 13.1288653, 80.2927358 13.130072))",600081,hospital,hospital,Communicable Diseases Hospital,Chennai,"Tiruvottiyur Road, Tondiarpet, Chennai",Tamil Nadu,OpenGovernmentData,,,,80.29277618210743,13.128653965438108
"POLYGON ((80.2620475 13.0374124, 80.2620903 13.0377526, 80.2615657 13.0378214, 80.2616044 13.0392332, 80.2621409 13.0393953, 80.2622032 13.0394195, 80.2624353 13.0394894, 80.2624309 13.039021, 80.2627216 13.0390082, 80.2629292 13.0389935, 80.262901 13.0385867, 80.2626954 13.0386137, 80.2626774 13.0383403, 80.2621884 13.0383791, 80.2621827 13.0378235, 80.2621481 13.0374298, 80.2620816 13.0374141, 80.2620475 13.0374124))",600004,hospital,hospital,புனித இஸ்பேல் மருத்துவமனை,Chennai,"Near Vivekananda College, Myloapore, Oliver Road",Tamil Nadu,OpenGovernmentData,,,,80.2621056912173,13.038622123233624
"POLYGON ((80.2823377 13.1052653, 80.2832474 13.1051523, 80.2834415 13.1051272, 80.2835535 13.1051102, 80.2842077 13.1050002, 80.2840312 13.104007, 80.2841368 13.1039904, 80.2839326 13.1031681, 80.2833066 13.1032632, 80.2833524 13.1034394, 80.2832785 13.1034654, 80.283228 13.1034837, 80.2831569 13.1035087, 80.2832772 13.1042231, 80.2826667 13.1043144, 80.2827057 13.1044846, 80.2821824 13.1046015, 80.2823377 13.1052653))",,hospital,hospital,Stanley Medical College and Hospital,,,,,,,,80.28336301374594,13.104392602499342
"POLYGON ((80.2472306 13.0972284, 80.2468404 13.0985294, 80.244508 13.0986867, 80.2441703 13.0971518, 80.2462851 13.0969214, 80.2472306 13.0972284))",,hospital,hospital,,,,,,,,,80.2456741999414,13.097789421751708
"POLYGON ((80.2138413 13.1008133, 80.2131756 13.099355, 80.2140747 13.0989693, 80.2145741 13.1005152, 80.2138413 13.1008133))",,hospital,hospital,ICF Hospital,,,,,,,,80.2139068720324,13.099886478422764
"POLYGON ((80.2205955 13.0945646, 80.2187831 13.0950952, 80.219226 13.0963249, 80.2206464 13.095839, 80.2205955 13.0945646))",600102,hospital,hospital,Anna Nagar Government Hospital,Chennai,"3rd Avenue Anna Nagar, Kilpauk",Tamil Nadu,OpenGovernmentData,,,,80.21979998811356,13.095434066466584
"POLYGON ((80.2410644 13.093984, 80.2408605 13.0925942, 80.2396911 13.0926882, 80.2399052 13.0941376, 80.2410644 13.093984))",,hospital,hospital,,,,,,,,,80.24037619509949,13.09335129163311
"POLYGON ((80.2181854 13.0755329, 80.2182223 13.0753327, 80.2183355 13.0752045, 80.218587 13.0750722, 80.219468 13.0749283, 80.2195343 13.0755654, 80.219666 13.0768317, 80.2195086 13.0770471, 80.2194089 13.0772279, 80.2193061 13.0775078, 80.2192788 13.077815, 80.2193534 13.0780073, 80.2195548 13.0782496, 80.2194553 13.0783953, 80.2192523 13.0786249, 80.2180171 13.0795596, 80.2178843 13.0795908, 80.2178797 13.079521, 80.217922 13.079287, 80.2179246 13.0789948, 80.2179954 13.0786569, 80.218068 13.0783067, 80.2181804 13.0775839, 80.2182754 13.0766971, 80.2181839 13.076118, 80.2181854 13.0755329))",,hospital,hospital,"அறிஞர் அண்ணா அரசு இந்திய,மருத்துவமனை,அரும்பாக்கம்,சென்னை-106",,,,,,,Anna Arch Road,80.21878854609616,13.077083180358365
"POLYGON ((80.2064654 13.0326935, 80.2081334 13.0324429, 80.2082083 13.032777, 80.2083782 13.0335347, 80.2095996 13.0333198, 80.2098525 13.0350182, 80.2081602 13.0352675, 80.2070818 13.0354242, 80.2060932 13.035569, 80.20602 13.0350754, 80.2058285 13.0337838, 80.2066161 13.0336651, 80.2064654 13.0326935))",600083,hospital,hospital,Govt Peripheral Hospital KK Nagar,Chennai,"Anna Main Rd, Bharathidasan Colony, West Jafferkhanpet, Chennai",Tamil Nadu,OpenGovernmentData,,Chennai Zone Xi,,80.20773266003735,13.034145817232137
"POLYGON ((80.2600077 12.9714366, 80.2595768 12.9697751, 80.2602286 12.9695957, 80.2606555 12.9712879, 80.2600077 12.9714366))",,hospital,hospital,Ayurveda Hospital,,,,,,,,80.2601174374508,12.97052120281499
"POLYGON ((80.2451264 12.9628992, 80.2452832 12.9634505, 80.2457187 12.9633686, 80.2463534 12.9632493, 80.2460453 12.9626644, 80.2451264 12.9628992))",,hospital,,Apollo Hospital,,,,,,,,80.24571347049317,12.963069893481956
"POLYGON ((80.2362064 13.0697068, 80.2364532 13.0696916, 80.2364532 13.0694403, 80.2361903 13.0694565, 80.2362064 13.0697068))",600031,hospital,hospital,Prashanth Hospitals,Chennai,"Chetpet, No.77, Harrington Road",Tamil Nadu,OpenGovernmentData,https://pfrcivf.com/,,,80.23632573330902,13.069572479601996
"POLYGON ((80.1412118 13.1264423, 80.1412489 13.1262905, 80.1419023 13.1256903, 80.14285 13.125071, 80.1438849 13.1243945, 80.1441359 13.1242408, 80.1442774 13.124154, 80.1444714 13.1241718, 80.1447446 13.1241852, 80.1460427 13.1242486, 80.1463945 13.1242658, 80.1463648 13.1245333, 80.1460084 13.1245478, 80.1460073 13.1246794, 80.1460058 13.1248728, 80.146001 13.1254589, 80.1463824 13.1254734, 80.1465727 13.1254806, 80.1465875 13.1257192, 80.1465136 13.1257306, 80.1464274 13.1257443, 80.1463574 13.1257554, 80.1464465 13.1265869, 80.1454921 13.1266004, 80.1454218 13.1266014, 80.1453847 13.1262109, 80.1452997 13.1261975, 80.1447817 13.1261159, 80.1444769 13.1260679, 80.1444506 13.1262724, 80.1433795 13.1262673, 80.1423295 13.1262366, 80.1417204 13.1263236, 80.1412118 13.1264423))",,hospital,hospital,Sir Ivan Stedford Hospital,,,,,https://stedefordhospital.org/,,,80.14437247541119,13.12543354536994
"POLYGON ((80.2571559 13.0393631, 80.2570349 13.0393786, 80.2569596 13.0389417, 80.2571974 13.0389642, 80.2572463 13.0389904, 80.2573123 13.0391142, 80.2572573 13.0391297, 80.2573596 13.0392797, 80.2572597 13.0393452, 80.2571559 13.0393631))",600018,hospital,hospital,Udhi Eye Hospitals,Chennai,"No. 9, Murrays Gate Road, Alwarpet,Next To Jevnampet Post Office",Tamil Nadu,OpenGovernmentData,,,,80.25714214795532,13.039159362788164
"POLYGON ((80.2558262 13.0458546, 80.2559311 13.046188, 80.2556219 13.0462866, 80.2555097 13.0459335, 80.2558262 13.0458546))",,hospital,hospital,Agarwal Eye Hospital,,,,,,,,80.25572067915692,13.04606601570464
"POLYGON ((80.2562825 13.0448831, 80.256323 13.0446339, 80.2562825 13.0445783, 80.2560431 13.0445308, 80.256001 13.0448454, 80.2562825 13.0448831))",600018,hospital,hospital,Aswene Soundarya Hospital,Chennai,"24, Kasturi Rangan Road,Near Hotel Citola Sheraton, Teynampet",Tamil Nadu,OpenGovernmentData,,,,80.25616105493825,13.044712227515657
"POLYGON ((80.2512538 13.0096801, 80.251565 13.0096605, 80.2517828 13.0099244, 80.2512646 13.0099623, 80.2512538 13.0096801))",,hospital,hospital,Global Hospitals,,,,,,,,80.25147085560535,13.009818304774726
"POLYGON ((80.2878109 13.1087512, 80.2880658 13.1095967, 80.2881689 13.1098281, 80.2894188 13.1094646, 80.289358 13.1091814, 80.2896271 13.1091307, 80.2895316 13.1083065, 80.2878109 13.1087512))",600013,hospital,hospital,Government Rsrm Lying Hospital,Chennai,"Near Virax Textile, East Cementry Road, East Cementry Road,Ch-21",Tamil Nadu,OpenGovernmentData,,Chennai Zone Xi,,80.28874788431717,13.10905269600748
"POLYGON ((80.239154 13.0135188, 80.2394549 13.0134825, 80.2394925 13.0137784, 80.2394222 13.0137869, 80.2394032 13.0136382, 80.2393509 13.0136446, 80.2393589 13.0137076, 80.2393012 13.0137146, 80.2392948 13.0136645, 80.2392689 13.0136676, 80.2392715 13.0136883, 80.239177 13.0136997, 80.239154 13.0135188))",,hospital,hospital,Health Centre,,,,,,,,80.23933228306711,13.013608850671654
"POLYGON ((80.2571464 13.0362086, 80.2574055 13.0361798, 80.2573828 13.0359858, 80.2571237 13.0360146, 80.2571464 13.0362086))",600018,hospital,hospital,Apollo Clinic & Pharmacy,Chennai,"12, C P Ramasamy Road, Alwarpet",Tamil Nadu,OpenGovernmentData,,,,80.25726459999967,13.036097200020798
"POLYGON ((80.2579921 13.038689, 80.2580149 13.0386696, 80.2580462 13.0384531, 80.2576888 13.0384268, 80.2576888 13.0386848, 80.2579921 13.038689))",,hospital,hospital,Trinity Acute Care,,,,,,,,80.25785644235593,13.038560955103875
"POLYGON ((80.2480056 13.0663823, 80.248078 13.0676504, 80.2481437 13.0677433, 80.2482982 13.0678042, 80.2507917 13.0673865, 80.2506884 13.0668162, 80.2506492 13.0666592, 80.2505893 13.066419, 80.2505496 13.0662887, 80.2503969 13.0657879, 80.2480056 13.0663823))",,hospital,hospital,Sankara Nethralaya,,,,,,,,80.24936657570086,13.06685163255274
"POLYGON ((80.2520975 13.0635179, 80.2522313 13.0628424, 80.2519299 13.0625135, 80.2515981 13.0626884, 80.2511611 13.0628226, 80.2508058 13.0629317, 80.2513536 13.0637261, 80.2520975 13.0635179))",,hospital,hospital,Apollo Hospital,,,,,,,,80.25160717538859,13.063127911810463
"POLYGON ((80.2734934 13.0434718, 80.2714519 13.0438889, 80.2713099 13.0430971, 80.2733652 13.0427725, 80.2734934 13.0434718))",600004,hospital,hospital,CSI Kalyani Hospital,Chennai,"# 15, Dr. Radhakrishnan Salai, Mylapore",Tamil Nadu,OpenGovernmentData,https://www.csikalyanihospital.com/,,Dr Radhakrishnan Salai,80.27238405642846,13.043311476630988
"POLYGON ((80.2704737 13.0421441, 80.2704737 13.0425538, 80.2713876 13.0426011, 80.2714065 13.0423857, 80.2708754 13.0420942, 80.2704737 13.0421441))",,hospital,hospital,EV Kalyani Hospital,,,,,,,,80.27089446989962,13.042372429448802
"POLYGON ((80.2777949 13.0607312, 80.2794647 13.0604232, 80.2790826 13.060007, 80.2790179 13.0598547, 80.2787914 13.0580793, 80.2774649 13.0582631, 80.2773894 13.0583367, 80.2773894 13.0584627, 80.2777949 13.0607312))",600005,hospital,hospital,Kasturibai Gandhi Hospital,Chennai,"Triplicane, Victoria Hostel Road",Tamil Nadu,OpenGovernmentData,,,,80.27828382911255,13.059405560231715
"POLYGON ((80.280994 13.0523474, 80.2807473 13.0523986, 80.2802174 13.0525176, 80.2805003 13.05316, 80.2810606 13.0529424, 80.280994 13.0523474))",,hospital,hospital,,,,,,,,,80.28067975667818,13.052729276666255
"POLYGON ((80.2481032 13.0068365, 80.2483031 13.0068356, 80.2483636 13.0069224, 80.248827 13.0105701, 80.2488859 13.0112512, 80.2483251 13.0112771, 80.2482789 13.0107982, 80.2482768 13.0107759, 80.2481892 13.0084967, 80.2481032 13.0068365))",600020,hospital,,Cancer Hospital,Chennai,"No.18, East Canal Bank Road, Gandhi Nagar",Tamil Nadu,OpenGovernmentData,http://cancerinstitutewia.in/CIWIA/,,,80.24844551465273,13.00936036614549
"POLYGON ((80.2237605 13.0201297, 80.2236506 13.0206874, 80.224354 13.0207857, 80.2244395 13.0202051, 80.2237605 13.0201297))",600015,hospital,hospital,சைதாப்பேட்டை அரசு மருத்துவமனை,Kancheepuram,"Saidapet Sdh, Saidapet",Tamil Nadu,OpenGovernmentData,,,Jeenis Road,80.22405278822987,13.020454125009543
"POLYGON ((80.2587927 13.0185523, 80.2588263 13.0170173, 80.2592164 13.0169898, 80.2591789 13.0167534, 80.2598155 13.0167431, 80.2606142 13.017843, 80.2609755 13.0184055, 80.260983 13.0184889, 80.2608675 13.0186087, 80.2595564 13.018576, 80.2587927 13.0185523))",600028,hospital,hospital,ஆந்திர மாநில சபா,Chennai,"No 11, 12, Dr Durgabai Deshmukh Road,R. A .Puram",Tamil Nadu,OpenGovernmentData,,,,80.25970596764571,13.017812237120276
